Business Unit	Account	Key3	Key4	Key5	Key6	Key7	Key8	Key9	Key10	Descr	Acct Ref	Financial Statement	Account Type	Active Account	Activity in Period	Alt Cur	Account Currency	Period End Date	GL Reporting Bal	GL Alt Bal	GL Account Balance
QXA	02902									A/R Canadian Mail		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	02903									A/R Public Serv Subsidy		A	Asset	TRUE	FALSE		USD	09/30/2016			0.00
QXA	02905									A/R Gtr's		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	02911									A/R State Fuel Tax		A	Asset	TRUE	FALSE		USD	09/30/2016			0.00
QXA	02912									A/R Montana Fuel Tax		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	02914									A/R State Tax Refunds Mt,Ut		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	02916									A/R Telephone Tax Refund		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	02990									Allowance-Uncollectable Accts		A	Asset	TRUE	FALSE		USD	09/30/2016			0.00
QXA	03050									Inventory-Lot Sale		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	03150									Expendable Spares Inventory		A	Asset	TRUE	TRUE		USD	09/30/2016			16595393.96
QXA	03155									Contra Dispatch Reliab Grntee		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	03160									Non-Stock Inventory		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	03165									Non-Stock Parts @ Surplus		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	03170									Expendable Unserviceable Resrv		A	Asset	TRUE	FALSE		USD	09/30/2016			-371355.01
QXA	03175									Expendables @ Surplus		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	03500									Inventory-Fuel-Aviation		A	Asset	TRUE	FALSE		USD	09/30/2016			2024991.42
QXA	03501									Inventory-Fuel-Aviation-QX		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	03510									Inventory-Matl & Misc Supply		A	Asset	FALSE	FALSE		USD	09/30/2016			0.01
QXA	03525									Inventory-Glycol		A	Asset	TRUE	FALSE		USD	09/30/2016			439793.17
QXA	03530									Inventory-Stationary		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	03535									Workflow One Inventory		A	Asset	TRUE	FALSE		USD	09/30/2016			-29.50
QXA	03555									Picnic Pack Inventory		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	03560									Food and Beverage Inventory		A	Asset	TRUE	FALSE		USD	09/30/2016			-0.00
QXA	03575									Uniforms Inventory		A	Asset	TRUE	TRUE		USD	09/30/2016			361267.02
QXA	03670									Glycol Inventory		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	03965									Obsol Resrv Expendables		A	Asset	TRUE	FALSE		USD	09/30/2016			-12271961.25
QXA	03966									Obsol Resrv Nonstock Parts		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	03967									Obsol Reserve Exp @ Surplus		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	03970									Obsol Resrv; Rep 737-400		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	04100									Ppd  Fuel - Arco		A	Asset	TRUE	TRUE		USD	09/30/2016			5480290.97
QXA	04110									PpdFuel - Conoco		A	Asset	TRUE	TRUE		USD	09/30/2016			548819.94
QXA	04120									Ppd Fuel - World Fuel Svc		A	Asset	TRUE	FALSE		USD	09/30/2016			0.00
QXA	04150									Ppd  Fuel Exp -Tesoro		A	Asset	TRUE	TRUE		USD	09/30/2016			1705609.74
QXA	04160									Ppd  Fuel - Shell		A	Asset	TRUE	TRUE		USD	09/30/2016			4200106.22
QXA	04166									PPD Fuel Eastern Aviation		A	Asset	TRUE	FALSE		USD	09/30/2016			3000.00
QXA	04170									Ppd  Fuel - Chevron		A	Asset	TRUE	TRUE		USD	09/30/2016			1853216.25
QXA	04180									PpdFuel - Exxon/Mobil		A	Asset	TRUE	TRUE		USD	09/30/2016			0.00
QXA	04182									PPD Fuel EPIC Aviation		A	Asset	TRUE	FALSE		USD	09/30/2016			0.00
QXA	04183									PPD Fuel AVFUEL		A	Asset	TRUE	TRUE		USD	09/30/2016			284978.92
QXA	04185									Fuel Hedge-Fair Mkt Value Cap		A	Asset	TRUE	FALSE		USD	09/30/2016			0.00
QXA	04186									Fuel Hdg-Fair Mkt Value Swap		A	Asset	TRUE	FALSE		USD	09/30/2016			0.00
QXA	04188									PPD Fuel - Petro Canada		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	04189									PPD Fuel - Walla Walla		A	Asset	TRUE	FALSE		USD	09/30/2016			0.00
QXA	04200									Ppd  Insurance - Brokerage		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	04230									Ppd  Insurance - Genl Liab		A	Asset	TRUE	TRUE		USD	09/30/2016			299255.96
QXA	04240									Ppd  Ins - A/C Hull & Pax Liab		A	Asset	TRUE	TRUE		USD	09/30/2016			313838.94
QXA	04250									Ppd  Insurance - War Risk		A	Asset	FALSE	FALSE		USD	09/30/2016			-0.00
QXA	04300									Ppd Facility Rent		A	Asset	TRUE	FALSE		USD	09/30/2016			0.00
QXA	04310									Ppd  Aircraft Rent		A	Asset	TRUE	TRUE		USD	09/30/2016			30893064.65
QXA	04330									Prd AP Expenses Month 2		A	Asset	TRUE	TRUE		USD	09/30/2016			0.00
QXA	04500									Ppd  Property Tax - CA		A	Asset	TRUE	TRUE		USD	09/30/2016			131077.22
QXA	04510									Ppd Property Tax - OR		A	Asset	TRUE	FALSE		USD	09/30/2016			0.10
QXA	04520									Ppd Property Tax - WA		A	Asset	TRUE	FALSE		USD	09/30/2016			0.00
QXA	04540									Deferred Tax Asset - Current		A	Asset	TRUE	FALSE		USD	09/30/2016			0.00
QXA	04680									Ppd  Misc - Other		A	Asset	TRUE	FALSE		USD	09/30/2016			213649.60
QXA	04700									Deposit Port		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	04703									Deposit- Jeppesen Sanderson		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	04719									PPD Trade-Cougar Sports Proper		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	04720									PPD Trade-Jeff Sanders		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	04725									PPD PDX Bond Admin Fee		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	04726									PPD Rockwell Phone Switch Supp		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	04728									PPD Aspect Communications		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	04735									PPD AOS Tech Support		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	04738									PPD Planet Route 4cast System		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	04741									PPD Engineering Pubs		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	04744									PPD Trax Tech Support		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	04745									PPD Workers Comp		A	Asset	TRUE	FALSE		USD	09/30/2016			0.00
QXA	05000									Aircraft Airframes		A	Asset	TRUE	FALSE		USD	09/30/2016			639193981.33
QXA	05005									Aircraft Clearing		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	05015									Flight Equipment CIP		A	Asset	TRUE	FALSE		USD	09/30/2016			3755688.17
QXA	05100									Aircraft Engines		A	Asset	TRUE	FALSE		USD	09/30/2016			156510807.52
QXA	05105									Engine Clearing Owned Spares		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	05171									BFE New Aircraft		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	05180									Fleet Conformance		A	Asset	TRUE	FALSE		USD	09/30/2016			7851344.58
QXA	05181									Fleet Conformance Clearing		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	05194									Lshld Imp EGPWS (Enhanced GPWS		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	05195									Lshld Imp EGPWS Clearing		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	05250									Repairable Spares Inventory		A	Asset	TRUE	TRUE		USD	09/30/2016			6779525.61
QXA	05251									Repairables @ Surplus		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	05255									Obsol Resrv Repairables		A	Asset	TRUE	FALSE		USD	09/30/2016			-2210041.01
QXA	05256									Obsol Reserve Rep @ Surplus		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	05260									Rotable Spares Inventory		A	Asset	TRUE	TRUE		USD	09/30/2016			44756072.10
QXA	05265									Contra Asset Rotable Spares		A	Asset	TRUE	FALSE		USD	09/30/2016			0.00
QXA	05270									Rotable Spares Clearing		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	05275									Rotables @ Surplus		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	05280									Obsolescence Reserve Rotables		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	05285									Obsol Reserve Rotable @ Surplu		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	05410									Bldg SEAGO		A	Asset	TRUE	FALSE		USD	09/30/2016			6107384.62
QXA	05411									Bldg Imp SEAGO		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	05412									Bldg SUN Condo		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	05450									Construction In Progress		A	Asset	TRUE	TRUE		USD	09/30/2016			1299741.85
QXA	05456									Cap Int PDX Ops Center Cip		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	05500									Furniture & Office Equipment		A	Asset	TRUE	FALSE		USD	09/30/2016			964375.41
QXA	05510									Information Systems Equipment		A	Asset	TRUE	FALSE		USD	09/30/2016			2718282.10
QXA	05511									Equip PDX Mtx Sys Hdwr		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	05513									Equip Network		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	05514									Equip Image Hdwr		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	05515									Computer Software		A	Asset	TRUE	FALSE		USD	09/30/2016			3782085.21
QXA	05517									PDX Mtx System Software IDS		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	05518									Gateplan/Airflite Software		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	05600									Passenger Service Equipment		A	Asset	TRUE	FALSE		USD	09/30/2016			31995106.93
QXA	05620									Ramp Service Equipment		A	Asset	TRUE	FALSE		USD	09/30/2016			0.00
QXA	05635									Equip Air To Ground Radio		A	Asset	TRUE	FALSE		USD	09/30/2016			140386.68
QXA	05640									Maintenance Equipment		A	Asset	TRUE	FALSE		USD	09/30/2016			3576210.20
QXA	05660									Vehicles		A	Asset	TRUE	FALSE		USD	09/30/2016			3018481.45
QXA	05685									HGS DH8 Simulator		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	05710									Leased Other Build Improvement		A	Asset	TRUE	FALSE		USD	09/30/2016			19516653.36
QXA	05711									Lshld Imp PDX Terminal		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	05712									Lshld Imp SEA C Concourse		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	05713									Lshld Imp 1998 SEA C Concourse		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	05714									Lshld Imp PDX Ops Ctr		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	05730									Land		A	Asset	TRUE	FALSE		USD	09/30/2016			1379974.83
QXA	05731									Land Improvements SEAGO Parkin		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	05900									Aircraft Purchase Deposits		A	Asset	TRUE	TRUE		USD	09/30/2016			39555067.29
QXA	05901									Purch Dep F28-4000		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	05903									Purch Dep DH8 200		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	05904									Purch Dep DH8 400		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	05905									Purch Dep CRJ 700		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	05910									Capd Int - A/C Purchase Deps		A	Asset	TRUE	FALSE		USD	09/30/2016			500375.45
QXA	05912									Cap Int DH8 400		A	Asset	FALSE	FALSE		USD	09/30/2016			-0.00
QXA	06000									A/D - Aircraft Airframes		A	Asset	TRUE	FALSE		USD	09/30/2016			-264645141.08
QXA	06100									A/D - Aircraft Engines		A	Asset	TRUE	FALSE		USD	09/30/2016			-66161652.21
QXA	06180									Accum Depr Fleet Conformance		A	Asset	TRUE	FALSE		USD	09/30/2016			-6715042.45
QXA	06194									Accum Depr EGPWS		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	06260									Accum Depr Rotable Spares		A	Asset	TRUE	FALSE		USD	09/30/2016			-23918596.50
QXA	06262									Contra Depreciation Rotable Sp		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	06265									Impairment Rsv Rotable		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	06410									Accum Depr SEAGO		A	Asset	TRUE	FALSE		USD	09/30/2016			-4470225.76
QXA	06411									Accum Depr-SEAGO Parking Impr.		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	06412									Accum Depr Sun Condo		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	06500									A/D - Furniture & Office Equip		A	Asset	TRUE	FALSE		USD	09/30/2016			-848785.96
QXA	06510									A/D - Info Systems Equipment		A	Asset	TRUE	FALSE		USD	09/30/2016			-2572814.03
QXA	06514									Accum Depr - Image		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	06515									A/D - Computer Software		A	Asset	TRUE	FALSE		USD	09/30/2016			-3735510.21
QXA	06600									A/D - Passenger Service Equip		A	Asset	TRUE	FALSE		USD	09/30/2016			-24417672.95
QXA	06630									A/D - Grd Communications Equip		A	Asset	TRUE	FALSE		USD	09/30/2016			-138975.90
QXA	06640									A/D - Maintenance Equipment		A	Asset	TRUE	FALSE		USD	09/30/2016			-3112959.33
QXA	06660									A/D - Vehicles		A	Asset	TRUE	FALSE		USD	09/30/2016			-2144724.95
QXA	06700									A/D - Leased Bldg Improvements		A	Asset	TRUE	FALSE		USD	09/30/2016			-19066996.86
QXA	06705									Accum Depr PDX Terminal/Flt Op		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	09000									Deposits - Misc		A	Asset	TRUE	FALSE		USD	09/30/2016			34000.00
QXA	09040									Deposits - Mexico		A	Asset	TRUE	FALSE		USD	09/30/2016			-0.00
QXA	09230									Invest - Air Cargo		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	09340									Invest - Fuel Consortiums		A	Asset	TRUE	TRUE		USD	09/30/2016			137902.39
QXA	09341									Ref Dep PLH Fuel Consortium		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	09343									Ref Dep Fuel Farm		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	09345									Ref Dep PDX Fuel Consortium		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	09346									Ref Dep LAX Fuel Consortium		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	09347									Ref Dep SFO Fuel Consortium		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	09348									Ref Dep SJC Fuel Consortium		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	09349									Ref Dep SMF Fuel Consortium		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	09502									Debt Financing Fees		A	Asset	TRUE	FALSE		USD	09/30/2016			0.00
QXA	09506									Deferred Rent Aircraft Sale/Le		A	Asset	TRUE	FALSE		USD	09/30/2016			224636.88
QXA	09508									Bank Of America Loc/PDX Bond		A	Asset	FALSE	FALSE		USD	09/30/2016			17533195.00
QXA	09509									Pilot Retiree Medical Plan		A	Asset	TRUE	FALSE		USD	09/30/2016			8634.23
QXA	09515									Cash Clearing Acct		A	Asset	TRUE	TRUE		USD	09/30/2016			0.00
QXA	09530									Other Freight Charges		A	Asset	TRUE	TRUE		USD	09/30/2016			15450.55
QXA	09550									Other Deferred Charges		A	Asset	TRUE	FALSE		USD	09/30/2016			310.36
QXA	09585									CummutAir Mtx Reserves		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	09615									Lt Portion PPD Aircraft Rent		A	Asset	TRUE	FALSE		USD	09/30/2016			0.00
QXA	09635									CRJ Sublease		A	Asset	TRUE	FALSE		USD	09/30/2016			-0.00
QXA	09670									Lt Workers Comp Investments		A	Asset	TRUE	FALSE		USD	09/30/2016			1696749.17
QXA	09675									Workers Comp Claims Loss Funds		A	Asset	TRUE	FALSE		USD	09/30/2016			615357.68
QXA	09750									LT Fuel Hedge-FMV Cap		A	Asset	TRUE	FALSE		USD	09/30/2016			0.00
QXA	09905									Lt Investment - SSP		A	Asset	TRUE	FALSE		USD	09/30/2016			1711756.75
QXA	10005									Interest Payable To AS		A	Liability	TRUE	FALSE		USD	09/30/2016			0.00
QXA	10060									Notes Payable to Horizon		A	Liability	TRUE	FALSE		USD	09/30/2016			0.00
QXA	10070									Notes Payable to ASA		A	Liability	TRUE	TRUE		USD	09/30/2016			-52720136.51
QXA	10100									Goldstreak/Frt Payable to QX		A	Liability	FALSE	FALSE		USD	09/30/2016			0.00
QXA	10120									Insurance Payable to AAI		A	Liability	TRUE	TRUE		USD	09/30/2016			0.00
QXA	10130									AS Pass Cnd Customs Fee		A	Liability	FALSE	FALSE		USD	09/30/2016			0.00
QXA	10132									AS $3 Segment Tax Payable		A	Liability	FALSE	FALSE		USD	09/30/2016			0.00
QXA	10133									AS $2.50 Security Tax Payable		A	Liability	FALSE	FALSE		USD	09/30/2016			0.00
QXA	10134									AS Cnd Security Tax Payable		A	Liability	FALSE	FALSE		USD	09/30/2016			0.00
QXA	10160									Payable To ASA		A	Liability	FALSE	FALSE		USD	09/30/2016			0.00
QXA	10161									Accrued AS Pass-Thru Crs		A	Liability	FALSE	FALSE		USD	09/30/2016			0.00
QXA	10170									Payable to AGL		A	Liability	FALSE	FALSE		USD	09/30/2016			0.00
QXA	10180									Payable to AAG		A	Liability	FALSE	FALSE		USD	09/30/2016			0.00
QXA	11000									Expense Report Clearing		A	Liability	TRUE	TRUE		USD	09/30/2016			7056.32
QXA	11010									Vouchers Payment VCA Clearing		A	Liability	TRUE	TRUE		USD	09/30/2016			-455970.26
QXA	11020									Vouchers Payable - PeopleSoft		A	Liability	TRUE	TRUE		USD	09/30/2016			-736659.94
QXA	11025									Accounts Payable - Trade		A	Liability	FALSE	FALSE		USD	09/30/2016			0.00
QXA	11030									PO/Receipt Accrual		A	Liability	TRUE	TRUE		USD	09/30/2016			0.00
QXA	11035									TRAX AP Clearing		A	Liability	TRUE	TRUE		USD	09/30/2016			-20153.48
QXA	11040									Accrued Repair Order Liability		A	Liability	TRUE	TRUE		USD	09/30/2016			-1064217.87
QXA	11100									Ground Handling Accrual		A	Liability	TRUE	TRUE		USD	09/30/2016			39769.66
QXA	11101									Security Accrual		A	Liability	TRUE	FALSE		USD	09/30/2016			0.00
QXA	11130									Facilities Rent-Fixed Use Liab		A	Liability	TRUE	TRUE		USD	09/30/2016			75836.88
QXA	11131									Facilities Rent-Joint Use Liab		A	Liability	TRUE	TRUE		USD	09/30/2016			-4279586.86
QXA	11132									Facilities Rent-Other Liab		A	Liability	TRUE	TRUE		USD	09/30/2016			0.00
QXA	11185									Heavy Maintenance Accrual		A	Liability	TRUE	TRUE		USD	09/30/2016			0.00
QXA	11210									Landing Fee Accrual		A	Liability	TRUE	TRUE		USD	09/30/2016			-319472.04
QXA	11223									Accrued Crew Hotel		A	Liability	TRUE	TRUE		USD	09/30/2016			-635926.20
QXA	11240									Inventory Goods Recd, Not Invd		A	Liability	TRUE	TRUE		USD	09/30/2016			-523926.64
QXA	11250									Misc Current Liabilities		A	Liability	TRUE	TRUE		USD	09/30/2016			-15822.17
QXA	11260									Misc A/P Accruals		A	Liability	TRUE	FALSE		USD	09/30/2016			0.00
QXA	11610									Legal Fee Accrual		A	Liability	TRUE	FALSE		USD	09/30/2016			-54000.00
QXA	11700									Aviation Fuel/Oil Accrual		A	Liability	TRUE	TRUE		USD	09/30/2016			-5842920.38
QXA	11705									Into-Plane/Consortium Accrual		A	Liability	TRUE	TRUE		USD	09/30/2016			0.00
QXA	11790									ACH - Non Trans Clearing-Other		A	Liability	TRUE	FALSE		USD	09/30/2016			0.00
QXA	11805									ACH/IATA Payable Clearing		A	Liability	FALSE	FALSE		USD	09/30/2016			0.00
QXA	11900									Cash Overdraft		A	Liability	TRUE	TRUE		USD	09/30/2016			0.00
QXA	12000									Aircraft Rent Accrual		A	Liability	TRUE	TRUE		USD	09/30/2016			-6321032.44
QXA	12005									Sublease Liability - Current		A	Liability	FALSE	FALSE		USD	09/30/2016			0.00
QXA	13000									Accd Wages-Hourly/Salary		A	Liability	TRUE	TRUE		USD	09/30/2016			-2626818.29
QXA	13015									Canadian Payroll Accrual		A	Liability	TRUE	TRUE		USD	09/30/2016			-50879.00
QXA	13050									Accd Wages - PBP		A	Liability	TRUE	FALSE		USD	09/30/2016			-9626408.52
QXA	13051									Accrued OPR		A	Liability	TRUE	FALSE		USD	09/30/2016			-180888.35
QXA	13055									B of A Visa Incentive Fees		A	Liability	TRUE	TRUE		USD	09/30/2016			-5596.07
QXA	13140									PR Ded'n Empl Ins Colonial		A	Liability	FALSE	FALSE		USD	09/30/2016			0.00
QXA	13145									PR Dedn Empl Ins Continental		A	Liability	FALSE	FALSE		USD	09/30/2016			0.00
QXA	13150									PR Dedn TPA Insur Liability		A	Liability	TRUE	TRUE		USD	09/30/2016			-4148.65
QXA	13270									EE/ER SSP Payable		A	Liability	TRUE	TRUE		USD	09/30/2016			-12730.84
QXA	13273									Roth 401(k)		A	Liability	TRUE	TRUE		USD	09/30/2016			-28021.58
QXA	13275									EE/ER 401k Payable To Trustee		A	Liability	TRUE	TRUE		USD	09/30/2016			72171.29
QXA	13280									EE Rrsp Payable		A	Liability	TRUE	TRUE		USD	09/30/2016			19.04
QXA	13330									PR Ded'n-United Way		A	Liability	FALSE	FALSE		USD	09/30/2016			0.00
QXA	13360									PR Dedn-Union Dues-AFA		A	Liability	FALSE	FALSE		USD	09/30/2016			0.00
QXA	13365									PR Dedn-Union Dues		A	Liability	TRUE	TRUE		USD	09/30/2016			-120804.95
QXA	13370									PR Dedn-Misc		A	Liability	TRUE	TRUE		USD	09/30/2016			26246.49
QXA	13372									PR Dedn-PAC Donations		A	Liability	TRUE	TRUE		USD	09/30/2016			-404.00
QXA	13373									Dispatch Union Dues Payable		A	Liability	FALSE	FALSE		USD	09/30/2016			0.00
QXA	13375									PR Dedn-Union Dues AMFA		A	Liability	FALSE	FALSE		USD	09/30/2016			0.00
QXA	13376									Canadian Union Dues Payable		A	Liability	FALSE	FALSE		USD	09/30/2016			0.00
QXA	13380									PR Dedn-Dep Care Reimb Acct		A	Liability	TRUE	TRUE		USD	09/30/2016			-31149.13
QXA	13390									PRDedn-Hlthcare Spnd Act HCRA		A	Liability	TRUE	TRUE		USD	09/30/2016			-38639.51
QXA	13391									PRDedn-Hlthcare Svg Act (HSA)		A	Liability	TRUE	TRUE		USD	09/30/2016			-110.86
QXA	13410									PR Dedn-Emergency Assist Fund		A	Liability	TRUE	TRUE		USD	09/30/2016			-2722.33
QXA	13470									PR Dedn-EE Charitable		A	Liability	TRUE	TRUE		USD	09/30/2016			-2063.22
QXA	13471									EE Bank Of America Incentive		A	Liability	FALSE	FALSE		USD	09/30/2016			0.00
QXA	13472									EE GO Vending Fund		A	Liability	TRUE	FALSE		USD	09/30/2016			-2387.71
QXA	13473									RES WWTE Promo Fund		A	Liability	FALSE	FALSE		USD	09/30/2016			0.00
QXA	13474									EE SEA Res Vending Fund		A	Liability	FALSE	FALSE		USD	09/30/2016			0.00
QXA	13475									Maplewood Golf Fund		A	Liability	FALSE	FALSE		USD	09/30/2016			0.00
QXA	13500									Perodic PR Tax		A	Liability	TRUE	TRUE		USD	09/30/2016			-932222.07
QXA	13660									Quarterly PR Tax		A	Liability	TRUE	TRUE		USD	09/30/2016			-2073.98
QXA	13710									Accd PR Taxes - FICA (ER)		A	Liability	TRUE	TRUE		USD	09/30/2016			125823.95
QXA	13800									Accd PR Taxes-SUTA (ER)		A	Liability	TRUE	TRUE		USD	09/30/2016			-124836.24
QXA	13857									OR Tri-Met (ER)		A	Liability	TRUE	TRUE		USD	09/30/2016			27615.84
QXA	13900									Accrued Vacation/PTO		A	Liability	TRUE	TRUE		USD	09/30/2016			-600998.21
QXA	13950									Accd Vacation Advance		A	Liability	FALSE	FALSE		USD	09/30/2016			0.00
QXA	13987									Helping Hands Vacation Liabili		A	Liability	TRUE	FALSE		USD	09/30/2016			-5000.22
QXA	14010									Accr'd Taxes-FIT due to AAG		A	Liability	TRUE	FALSE		USD	09/30/2016			0.00
QXA	14020									Taxes Payable		A	Liability	TRUE	FALSE		USD	09/30/2016			0.00
QXA	14030									Taxes Due to State		A	Liability	TRUE	FALSE		USD	09/30/2016			-1.00
QXA	14100									APHIS Aircraft Clearance Fee		A	Liability	TRUE	FALSE		USD	09/30/2016			-199350.00
QXA	14150									Accrued Sales,B&O,Haz,Pet Tax		A	Liability	TRUE	TRUE		USD	09/30/2016			0.00
QXA	14160									Accrued Sales & Use Tax		A	Liability	TRUE	TRUE		USD	09/30/2016			-8395.95
QXA	14210									Acc'd Taxes-WA Sales & Use		A	Liability	TRUE	FALSE		USD	09/30/2016			0.00
QXA	14350									Acc'd Taxes-BC Provincial		A	Liability	TRUE	FALSE		USD	09/30/2016			0.00
QXA	14400									Acc'd Taxes-OR Property		A	Liability	TRUE	TRUE		USD	09/30/2016			-1658000.00
QXA	14404									Acc'd Tax - AK Property		A	Liability	TRUE	TRUE		USD	09/30/2016			25080.00
QXA	14407									Acc'd Tax - NV Property		A	Liability	TRUE	TRUE		USD	09/30/2016			-39200.00
QXA	14408									Acc'd Tax - AZ Property		A	Liability	TRUE	FALSE		USD	09/30/2016			0.00
QXA	14410									Acc'd Taxes-WA Property		A	Liability	TRUE	TRUE		USD	09/30/2016			-926800.00
QXA	14412									Acc'd Taxes-UT Property		A	Liability	TRUE	TRUE		USD	09/30/2016			-23000.00
QXA	14413									Acc'd Tax - ID Property		A	Liability	TRUE	TRUE		USD	09/30/2016			-10400.00
QXA	14418									Acc'd Taxes-MT Property		A	Liability	TRUE	TRUE		USD	09/30/2016			-266400.00
QXA	14420									Accr Taxes-Wa Real Property		A	Liability	TRUE	TRUE		USD	09/30/2016			-17799.20
QXA	14430									Acc'd Taxes-CA Property		A	Liability	TRUE	FALSE		USD	09/30/2016			0.00
QXA	14435									Acc'd Taxes-CO Property		A	Liability	TRUE	TRUE		USD	09/30/2016			-3200.00
QXA	14440									Acc'd Taxes Various Ppty		A	Liability	TRUE	TRUE		USD	09/30/2016			7950.00
QXA	14450									Accrued Property Taxes		A	Liability	FALSE	FALSE		USD	09/30/2016			0.00
QXA	14500									Accd Interest-Notes Payable		A	Liability	TRUE	TRUE		USD	09/30/2016			-752595.94
QXA	14550									Benefit Insurance Accrual		A	Liability	TRUE	TRUE		USD	09/30/2016			-77328.72
QXA	14551									ERRP Clearing		A	Liability	FALSE	FALSE		USD	09/30/2016			0.00
QXA	14552									Canadian Insurance Payable		A	Liability	FALSE	FALSE		USD	09/30/2016			0.00
QXA	14553									Pilot Ltd Liab Clearing		A	Liability	TRUE	TRUE		USD	09/30/2016			-203878.10
