Business Unit	Account	Key3	Key4	Key5	Key6	Key7	Key8	Key9	Key10	Descr	Acct Ref	Financial Statement	Account Type	Active Account	Activity in Period	Alt Cur	Account Currency	Period End Date	GL Reporting Bal	GL Alt Bal	GL Account Balance
ASA	14316									Accr'd Taxes-NJ Fuel Tax		A	Liability	TRUE	TRUE		USD	09/30/2016			0.00
ASA	14320									Accr Taxes-Idaho Sales & Use T		A	Liability	TRUE	TRUE		USD	09/30/2016			-181.63
ASA	14321									Accd Taxes-NC Sales & Use		A	Liability	TRUE	TRUE		USD	09/30/2016			607.06
ASA	14322									Accd Taxes-TN Sales & Use		A	Liability	TRUE	FALSE		USD	09/30/2016			-75.54
ASA	14323									Accd Taxes-SC Sales & Use		A	Liability	TRUE	FALSE		USD	09/30/2016			-57.69
ASA	14324									Accd Taxes-NY Sales & Use		A	Liability	TRUE	TRUE		USD	09/30/2016			-8.01
ASA	14325									Accd Taxes-CR Sales & Use		A	Liability	TRUE	FALSE		USD	09/30/2016			0.00
ASA	14330									Acc'd Taxes-Kotzebue Sales		A	Liability	TRUE	FALSE		USD	09/30/2016			0.00
ASA	14335									Accrued Taxes - Florida		A	Liability	TRUE	TRUE		USD	09/30/2016			-44.55
ASA	14340									Accr Taxes-Yakutat Sales		A	Liability	TRUE	FALSE		USD	09/30/2016			0.00
ASA	14350									Acc'd Taxes-BC Provincial		A	Liability	TRUE	FALSE		USD	09/30/2016			0.00
ASA	14355									Accd Taxes-WI Sales & Use		A	Liability	TRUE	TRUE		USD	09/30/2016			-1052.16
ASA	14360									Acc'd Taxes IL Sales & Use Tax		A	Liability	TRUE	TRUE		USD	09/30/2016			10607.12
ASA	14370									Acc'd Chicago Use Tax		A	Liability	TRUE	FALSE		USD	09/30/2016			-31.71
ASA	14375									Acc'd Taxes - Massachusetts		A	Liability	TRUE	TRUE		USD	09/30/2016			-2.39
ASA	14380									Acc'd Taxes VA - Reagan Intl		A	Liability	TRUE	TRUE		USD	09/30/2016			-64.58
ASA	14385									Accd Taxes - Virginia Fuel		A	Liability	TRUE	FALSE		USD	09/30/2016			0.00
ASA	14390									Acc'd Taxes-Hawaii		A	Liability	TRUE	TRUE		USD	09/30/2016			-10.44
ASA	14395									Acc'd Taxes-UT Sales & Use		A	Liability	TRUE	TRUE		USD	09/30/2016			-1362.28
ASA	14400									Acc'd Taxes-OR Property		A	Liability	TRUE	TRUE		USD	09/30/2016			-3986400.00
ASA	14404									Acc'd Tax - AK Property		A	Liability	TRUE	TRUE		USD	09/30/2016			188886.50
ASA	14407									Acc'd Tax - NV Property		A	Liability	TRUE	TRUE		USD	09/30/2016			-615033.95
ASA	14408									Acc'd Tax - AZ Property		A	Liability	TRUE	TRUE		USD	09/30/2016			-664399.99
ASA	14410									Acc'd Taxes-WA Property		A	Liability	TRUE	TRUE		USD	09/30/2016			-8326800.00
ASA	14412									Acc'd Taxes-UT Property		A	Liability	TRUE	TRUE		USD	09/30/2016			-445200.00
ASA	14413									Acc'd Tax - ID Property		A	Liability	TRUE	TRUE		USD	09/30/2016			-9600.00
ASA	14414									Acc'd Tax - TX Property		A	Liability	TRUE	TRUE		USD	09/30/2016			-188799.98
ASA	14420									Accr Taxes-Wa Real Property		A	Liability	TRUE	TRUE		USD	09/30/2016			-130423.37
ASA	14430									Acc'd Taxes-CA Property		A	Liability	TRUE	FALSE		USD	09/30/2016			-1045734.90
ASA	14435									Acc'd Taxes-CO Property		A	Liability	TRUE	TRUE		USD	09/30/2016			-200000.00
ASA	14440									Acc'd Taxes Various Ppty		A	Liability	TRUE	TRUE		USD	09/30/2016			-381533.86
ASA	14500									Accd Interest-Notes Payable		A	Liability	TRUE	TRUE		USD	09/30/2016			-1844511.80
ASA	14510									Acc'd Interest-Cap Leases		A	Liability	TRUE	FALSE		USD	09/30/2016			0.00
ASA	14540									C/P Post Retirement Ins Accrul		A	Liability	TRUE	FALSE		USD	09/30/2016			-2728317.03
ASA	14550									Benefit Insurance Accrual		A	Liability	TRUE	TRUE		USD	09/30/2016			-15040592.88
ASA	14551									ERRP Clearing		A	Liability	FALSE	FALSE		USD	09/30/2016			-0.01
ASA	14553									Pilot Ltd Liab Clearing		A	Liability	TRUE	FALSE		USD	09/30/2016			0.00
ASA	14560									Workers Compensation Accrual		A	Liability	TRUE	TRUE		USD	09/30/2016			-7734078.47
ASA	14570									Workers Comp Accrual Offset		A	Liability	FALSE	FALSE		USD	09/30/2016			0.00
ASA	14610									Co Match-401(k) Plan		A	Liability	TRUE	TRUE		USD	09/30/2016			2486372.45
ASA	14620									Co Match-FA 401(k) Plan		A	Liability	FALSE	FALSE		USD	09/30/2016			0.00
ASA	14640									Co Match-Mgmt 401(k) Plan		A	Liability	FALSE	FALSE		USD	09/30/2016			0.00
ASA	14650									OSRP Liability-Current		A	Liability	TRUE	FALSE		USD	09/30/2016			-2406212.09
ASA	14677									Co-Match COPS 401(k) Plan		A	Liability	FALSE	FALSE		USD	09/30/2016			0.00
ASA	14680									Pension Plan Trustee Fee Acc'l		A	Liability	TRUE	TRUE		USD	09/30/2016			0.00
ASA	14695									Mexico Retirement Liability		A	Liability	TRUE	FALSE		USD	09/30/2016			-298545.72
ASA	14750									MP Flown Miles Liability - AS		A	Liability	TRUE	TRUE		USD	09/30/2016			-15236108.00
ASA	14755									MP Flown Miles Liability - OA		A	Liability	TRUE	TRUE		USD	09/30/2016			-11450607.00
ASA	14760									MP Defer Rev - Miles Sold		A	Liability	TRUE	TRUE		USD	09/30/2016			-643313903.00
ASA	14770									MP Defer Rev - Miles Sold (AS)		A	Liability	TRUE	TRUE		USD	09/30/2016			-21453000.00
ASA	14773									MP Fuel Charge Payable-BA		A	Liability	TRUE	FALSE		USD	09/30/2016			-482808.52
ASA	14775									MP Def Rev - OA Award Fees		A	Liability	TRUE	TRUE		USD	09/30/2016			-951916.10
ASA	14780									MP Defer Rev - Miles Sold (OA)		A	Liability	TRUE	TRUE		USD	09/30/2016			-5454000.00
ASA	14790									MP Est Awards Payable-OA		A	Liability	TRUE	TRUE		USD	09/30/2016			-5025599.70
ASA	14795									MP Bank Comp Cert Liability		A	Liability	TRUE	TRUE		USD	09/30/2016			-113157000.00
ASA	14796									MP Defer Rev - Comp Cert		A	Liability	TRUE	TRUE		USD	09/30/2016			-18321000.00
ASA	14799									MP LT Miles Reclass		A	Liability	TRUE	TRUE		USD	09/30/2016			460200000.00
ASA	14820									Curr Liab-Sales Cl'g-Era		A	Liability	FALSE	FALSE		USD	09/30/2016			0.00
ASA	14860									Curr Liab-Sales Clr'g-Misc		A	Liability	TRUE	TRUE		USD	09/30/2016			-195575.76
ASA	14865									Curr Liab-DigEplayer Rentals		A	Liability	TRUE	TRUE		USD	09/30/2016			34771.69
ASA	14870									Fixed Assets - Proceeds Clr'g		A	Liability	TRUE	FALSE		USD	09/30/2016			-23238.00
ASA	14875									A/P WIRE/ACH CLEARING		A	Liability	TRUE	TRUE		USD	09/30/2016			-499392419.44
ASA	14878									Cargo Cash Clearing		A	Liability	TRUE	FALSE		USD	09/30/2016			0.00
ASA	14900									Curr Liab-Fed Alaska Dist		A	Liability	FALSE	FALSE		USD	09/30/2016			0.00
ASA	14910									Curr Liab-Advance Charges		A	Liability	TRUE	TRUE		USD	09/30/2016			-9424.20
ASA	14920									Curr Liab-CODs		A	Liability	FALSE	FALSE		USD	09/30/2016			0.00
ASA	14930									Curr Liab-Pickup/Delivery		A	Liability	TRUE	FALSE		USD	09/30/2016			-6.48
ASA	15000									Curr Liab-Mileage Plan Tax		A	Liability	TRUE	TRUE		USD	09/30/2016			1030000.00
ASA	15010									Curr Liab-Fed Trans Tax-Frt		A	Liability	TRUE	TRUE		USD	09/30/2016			140000.00
ASA	15020									Curr Liab-Fed Trans Tax-Gtwy		A	Liability	TRUE	TRUE		USD	09/30/2016			2299961.07
ASA	15030									Curr Liab-Fed Trans Tax-7.5%		A	Liability	TRUE	TRUE		USD	09/30/2016			8099767.41
ASA	15040									Curr Liab-Canadian Domestic 9%		A	Liability	TRUE	FALSE		USD	09/30/2016			0.00
ASA	15050									Curr Liab-Custom User Fee Tax		A	Liability	TRUE	TRUE		USD	09/30/2016			-1142320.93
ASA	15070									Curr Liab-Us Immigration Fee		A	Liability	TRUE	TRUE		USD	09/30/2016			-51.66
ASA	15080									Curr Liab-CAD GST Collected		A	Liability	TRUE	TRUE		USD	09/30/2016			31465.49
ASA	15085									BC HST Liability		A	Liability	TRUE	TRUE		USD	09/30/2016			0.00
ASA	15090									Curr Liab-APHIS		A	Liability	TRUE	TRUE		USD	09/30/2016			-822439.48
ASA	15110									Curr Liab-MEX IVA Collected		A	Liability	TRUE	TRUE		USD	09/30/2016			-98198.27
ASA	15120									MEX TUA Collected		A	Liability	TRUE	TRUE		USD	09/30/2016			-6549596.64
ASA	15121									Mexico TUA Boarded		A	Liability	TRUE	TRUE		USD	09/30/2016			-2318798.19
ASA	15122									Curr-Liab-MEX TUA Migration		A	Liability	TRUE	TRUE		USD	09/30/2016			-223338.51
ASA	15123									MEX UK Visitor Tax Collected		A	Liability	TRUE	TRUE		USD	09/30/2016			-3169062.95
ASA	15124									MX Visitor Tax Boarded		A	Liability	TRUE	TRUE		USD	09/30/2016			-983316.97
ASA	15130									Curr Liab-Federal Jet Fuel Tax		A	Liability	FALSE	FALSE		USD	09/30/2016			0.00
ASA	15140									Curr Liab-PFCs		A	Liability	TRUE	TRUE		USD	09/30/2016			251600.25
ASA	15150									Canadian Airport Impvmt Fees		A	Liability	TRUE	TRUE		USD	09/30/2016			-1165827.42
ASA	15160									Curr Liab-Federal Segment Tax		A	Liability	TRUE	TRUE		USD	09/30/2016			3799956.41
ASA	15165									Currt Liab-Federal Income Tax		A	Liability	TRUE	FALSE		USD	09/30/2016			0.00
ASA	15170									Intern'l Transp Tax Liab		A	Liability	TRUE	TRUE		USD	09/30/2016			-2909807.42
ASA	15180									Taxes Payable Clearing		A	Liability	TRUE	TRUE		USD	09/30/2016			685323.99
ASA	15200									U.S. Security Fees		A	Liability	TRUE	TRUE		USD	09/30/2016			-113.76
ASA	15210									Canadian Security Charges		A	Liability	TRUE	TRUE		USD	09/30/2016			-77.54
ASA	15310									CR - Trans Tax (CR) 5%		A	Liability	TRUE	TRUE		USD	09/30/2016			433.18
ASA	15320									CR - Trans Tax (OU) 5%		A	Liability	TRUE	TRUE		USD	09/30/2016			18518.76
ASA	15330									CR-Common Area User Charge(FS)		A	Liability	TRUE	TRUE		USD	09/30/2016			-63794.37
ASA	15331									CRC FS Boarded		A	Liability	TRUE	TRUE		USD	09/30/2016			-40040.67
ASA	15340									CR - Sec Fee - Intl (IK)		A	Liability	TRUE	TRUE		USD	09/30/2016			-55351.44
ASA	15341									CRC IK Boarded		A	Liability	TRUE	TRUE		USD	09/30/2016			-21242.83
ASA	15350									CR - Tourism Arrival Tax (NW)		A	Liability	TRUE	TRUE		USD	09/30/2016			-163607.15
ASA	15360									CR-Baggage Inspection Fee (A1)		A	Liability	TRUE	TRUE		USD	09/30/2016			-35284.89
ASA	15361									CR - A1 tax- Boarded		A	Liability	TRUE	TRUE		USD	09/30/2016			4894.00
ASA	15370									CR - Boarding Tax (B1)		A	Liability	TRUE	TRUE		USD	09/30/2016			-400374.93
ASA	15371									CR - B1 tax- Boarded		A	Liability	TRUE	TRUE		USD	09/30/2016			45657.00
ASA	15400									Curr Liab-Mail Handling		A	Liability	TRUE	TRUE		USD	09/30/2016			-304443.91
ASA	15500									Curr Liab-Treasury Fees		A	Liability	TRUE	TRUE		USD	09/30/2016			0.00
ASA	15520									Curr Liab-Audit Fees		A	Liability	TRUE	TRUE		USD	09/30/2016			-125000.00
ASA	15530									Curr Liab-Fuel Fed Tax Accrual		A	Liability	TRUE	TRUE		USD	09/30/2016			-1821304.84
ASA	15540									Curr Liab-Litigation Reserve		A	Liability	TRUE	FALSE		USD	09/30/2016			-1284700.00
ASA	15545									Curr Liab Lease Deposits		A	Liability	FALSE	FALSE		USD	09/30/2016			0.00
ASA	15550									Lease Return Prov - Current		A	Liability	TRUE	TRUE		USD	09/30/2016			-3501302.16
ASA	15570									Curr Liab-Garnishments		A	Liability	TRUE	TRUE		USD	09/30/2016			-42258.05
ASA	15600									Escheatment Liability		A	Liability	TRUE	TRUE		USD	09/30/2016			-41329.80
ASA	15610									Curr Liab-R/A Accrual		A	Liability	TRUE	FALSE		USD	09/30/2016			-4262.00
ASA	15615									Fuel Hdg-Fair Mkt Value Swap		A	Liability	TRUE	FALSE		USD	09/30/2016			0.00
ASA	15616									Interest Rate Swap Current		A	Liability	TRUE	TRUE		USD	09/30/2016			0.00
ASA	15630									MP Def Rev - Misc Current		A	Liability	TRUE	TRUE		USD	09/30/2016			-51935.00
ASA	15680									Curr Liab - DM Unclaimed Funds		A	Liability	TRUE	TRUE		USD	09/30/2016			-14816.62
ASA	15695									Accrued Utilities Clearing		A	Liability	TRUE	TRUE		USD	09/30/2016			1686214.83
ASA	15705									Pz Card Clearing		A	Liability	FALSE	FALSE		USD	09/30/2016			0.00
ASA	16000									ATL-Unearned Charter Revenue		A	Liability	TRUE	TRUE		USD	09/30/2016			-1266898.11
ASA	16005									Hawaii Vacations Liability		A	Liability	FALSE	FALSE		USD	09/30/2016			0.00
ASA	16010									ATL-Unbilled I/L Airbills		A	Liability	TRUE	FALSE		USD	09/30/2016			-87609.83
ASA	16020									ATL-Audited Frt I/L Invoices		A	Liability	TRUE	TRUE		USD	09/30/2016			72196.04
ASA	16035									ATL-Currt Airbills in Transit		A	Liability	FALSE	FALSE		USD	09/30/2016			0.00
ASA	16040									Cargo Transport Liability		A	Liability	TRUE	FALSE		USD	09/30/2016			-819674.17
ASA	16046									Cargo CRAF (Military) Clearing		A	Liability	TRUE	TRUE		USD	09/30/2016			0.01
ASA	16050									Cargo Refunds Clearing		A	Liability	TRUE	FALSE		USD	09/30/2016			-55655.76
ASA	16060									ATL-Audited Pax I/L Invoices		A	Liability	TRUE	TRUE		USD	09/30/2016			36674401.88
ASA	16070									ATL-Provision-OAL Rejects		A	Liability	TRUE	FALSE		USD	09/30/2016			-1241842.17
ASA	16100									ATL-Sample Eval'n Clr'g SC54		A	Liability	TRUE	TRUE		USD	09/30/2016			1.00
ASA	16110									ATL-Trans Cr Payable-TKTP		A	Liability	TRUE	TRUE		USD	09/30/2016			-14731.11
ASA	16115									Authority To Debit Payable		A	Liability	FALSE	FALSE		USD	09/30/2016			0.00
ASA	16120									ATL-AS Refund W/Reissue-Clr'g		A	Liability	TRUE	TRUE		USD	09/30/2016			-2920.60
ASA	16125									eWallet Clearing		A	Liability	TRUE	TRUE		USD	09/30/2016			427.60
ASA	16130									ATL-Debit Memo Clearing		A	Liability	TRUE	TRUE		USD	09/30/2016			-190886.26
ASA	16135									Unreported Sales DM Clearing		A	Liability	TRUE	FALSE		USD	09/30/2016			0.00
ASA	16140									ATL-TA Sales Estimate		A	Liability	TRUE	TRUE		USD	09/30/2016			0.00
ASA	16145									RV Clearing		A	Liability	TRUE	TRUE		USD	09/30/2016			544450.17
ASA	16150									ATL-Coupons Not Set Up		A	Liability	TRUE	FALSE		USD	09/30/2016			0.00
ASA	16160									ATL-Match Use Exceptions		A	Liability	TRUE	FALSE		USD	09/30/2016			389214.43
ASA	16165									ILP - Match Use Exceptions		A	Liability	TRUE	FALSE		USD	09/30/2016			88391.08
ASA	16170									ATL-Ticket Differences		A	Liability	TRUE	FALSE		USD	09/30/2016			-1244000.00
ASA	16180									Interline Payable Variance		A	Liability	FALSE	FALSE		USD	09/30/2016			0.00
ASA	16181									I/L Payable Tkt-P Control		A	Liability	TRUE	TRUE		USD	09/30/2016			0.00
ASA	16182									ILP - MCO/Non-members		A	Liability	FALSE	FALSE		USD	09/30/2016			0.00
ASA	16195									ATL - Vacation Deposit		A	Liability	TRUE	TRUE		USD	09/30/2016			-2024277.29
ASA	16200									ATL-Tech 7 Unearned Revenue		A	Liability	TRUE	FALSE		USD	09/30/2016			0.00
ASA	16210									ATL-Refund/Reissue Usage Clg		A	Liability	TRUE	TRUE		USD	09/30/2016			123523.71
ASA	16220									ATL-Refund/Reissue MatchUse Ex		A	Liability	TRUE	FALSE		USD	09/30/2016			27656.99
ASA	16230									ATL-Sales Clearing		A	Liability	TRUE	FALSE		USD	09/30/2016			19280548.00
ASA	16240									ATL-Coupons >= 13 Mos Old		A	Liability	TRUE	FALSE		USD	09/30/2016			45459548.90
ASA	16250									ATL-TKTP Control		A	Liability	TRUE	FALSE		USD	09/30/2016			-767108724.23
ASA	16255									ATL-Deferred Ancillary Svc Rev		A	Liability	TRUE	FALSE		USD	09/30/2016			-35020.00
ASA	16260									ATL-Deferred Fee Revenue		A	Liability	TRUE	TRUE		USD	09/30/2016			-650013.47
ASA	16265									ATL-Unearned Sales Pricing Dif		A	Liability	TRUE	TRUE		USD	09/30/2016			1484677.53
ASA	16266									ATL CAD Bank Comp Cert Def Rev		A	Liability	TRUE	FALSE		USD	09/30/2016			0.00
ASA	16270									Gift Certificate Liability		A	Liability	TRUE	FALSE		USD	09/30/2016			-4452971.96
ASA	16272									Breakage on Non_Expiring GC		A	Liability	TRUE	FALSE		USD	09/30/2016			1436289.07
ASA	16275									eWallet Liability		A	Liability	TRUE	FALSE		USD	09/30/2016			-29964441.26
ASA	16276									BTC Liability		A	Liability	TRUE	FALSE		USD	09/30/2016			-2404005.23
ASA	16277									DB/Voucher Liability		A	Liability	TRUE	FALSE		USD	09/30/2016			-9109895.00
ASA	16278									Gift Card Liability		A	Liability	TRUE	FALSE		USD	09/30/2016			-150618.25
ASA	17010									N/P Potomac Short-Term		A	Liability	FALSE	FALSE		USD	09/30/2016			0.00
ASA	17200									Cap Lease Oblig - AC - Curr		A	Liability	TRUE	FALSE		USD	09/30/2016			0.00
ASA	17400									LT Debt - Current Portion		A	Liability	TRUE	TRUE		USD	09/30/2016			-66211055.74
ASA	17410									Deferred Issuance Cost - Curr		A	Liability	TRUE	FALSE		USD	09/30/2016			472096.68
ASA	17500									LT A/C Debt		A	Liability	TRUE	FALSE		USD	09/30/2016			-308123726.89
ASA	17600									Deferred Issuance Cost - LT		A	Liability	TRUE	TRUE		USD	09/30/2016			5019019.02
ASA	17750									LT Other Liabilities		A	Liability	TRUE	FALSE		USD	09/30/2016			-5854619.00
ASA	18000									Deferred Tax Liab - NC		A	Liability	TRUE	FALSE		USD	09/30/2016			-538130122.49
ASA	18010									Deferred Tax Liab - NC-Curr Yr		A	Liability	TRUE	TRUE		USD	09/30/2016			-242316309.18
ASA	18255									Deferred Gain-Aircraft Sale/Le		A	Liability	TRUE	TRUE		USD	09/30/2016			-8737596.55
ASA	18290									T6 Deferred Credits		A	Liability	TRUE	FALSE		USD	09/30/2016			-163172544.37
ASA	18300									T6 Deferred Interest Income		A	Liability	TRUE	FALSE		USD	09/30/2016			-8352788.03
ASA	18310									MP Def Rev - Sold Mile LT Recl		A	Liability	TRUE	TRUE		USD	09/30/2016			-441400000.00
ASA	18320									MP Def Rev - Misc LT		A	Liability	TRUE	TRUE		USD	09/30/2016			-43586548.02
ASA	18520									Lsd A/F Rtn Provn		A	Liability	TRUE	FALSE		USD	09/30/2016			0.00
ASA	18570									FIN48 Liability		A	Liability	TRUE	FALSE		USD	09/30/2016			-31848200.00
ASA	18640									PBP Earnings Deferral		A	Liability	TRUE	FALSE		USD	09/30/2016			-3908474.36
ASA	18645									LT Aircraft Rent Accrual		A	Liability	TRUE	FALSE		USD	09/30/2016			0.00
ASA	18646									LT Workers Comp Accrual		A	Liability	TRUE	FALSE		USD	09/30/2016			-21431543.00
ASA	18648									LT Interest Rate Swap Liab		A	Liability	TRUE	TRUE		USD	09/30/2016			0.00
ASA	18650									OSRP - LT Accrual		A	Liability	TRUE	TRUE		USD	09/30/2016			-34874148.26
ASA	18660									Post Retirement Ins Accl		A	Liability	TRUE	TRUE		USD	09/30/2016			-63213562.82
ASA	18665									Accrued Sick Leave		A	Liability	TRUE	TRUE		USD	09/30/2016			0.00
ASA	18670									Pilots Excess Disability Accl		A	Liability	TRUE	FALSE		USD	09/30/2016			-558501.50
ASA	18672									Pilot Disability Accd-LT		A	Liability	TRUE	TRUE		USD	09/30/2016			-22614907.00
ASA	18680									MP Liab - Flown Mile LT Recl		A	Liability	TRUE	TRUE		USD	09/30/2016			-18800000.00
ASA	18684									Other Defer Credits & Deposits		A	Liability	TRUE	TRUE		USD	09/30/2016			-137583.65
ASA	18685									Aircraft Purchase Credits		A	Liability	TRUE	FALSE		USD	09/30/2016			-49489.20
ASA	18690									Addl Minimum Liab-Pension		A	Liability	TRUE	TRUE		USD	09/30/2016			-173820556.78
ASA	19050									Common Stock-Par Value		A	Equity	TRUE	FALSE		USD	09/30/2016			-1599.26
ASA	19110									Additional Paid In Capital		A	Equity	TRUE	FALSE		USD	09/30/2016			-526941357.79
ASA	19150									Common Stock-Paid In Capital		A	Equity	TRUE	FALSE		USD	09/30/2016			-3039456.48
ASA	19190									Capital Contribution		A	Equity	TRUE	FALSE		USD	09/30/2016			-223437887.07
ASA	19200									Treasury Stock $1 Par Value		A	Equity	TRUE	FALSE		USD	09/30/2016			0.00
ASA	19210									Treasury Stock Paid In Capital		A	Equity	TRUE	FALSE		USD	09/30/2016			0.00
ASA	19315									Accum OCI OSRP		A	Equity	TRUE	TRUE		USD	09/30/2016			6645634.97
ASA	19335									Unrealized Gain/Loss Mkt Sec		A	Equity	TRUE	TRUE		USD	09/30/2016			0.00
ASA	19338									Accum OCI - Int Rate Swap		A	Equity	TRUE	TRUE		USD	09/30/2016			0.00
ASA	19340									Tax Effect on OCI		A	Equity	TRUE	FALSE		USD	09/30/2016			-164664428.00
ASA	19345									Accum OCI- Retiree Medical		A	Equity	TRUE	TRUE		USD	09/30/2016			-38719565.75
ASA	19350									OCI-Pension		A	Equity	TRUE	TRUE		USD	09/30/2016			469617331.28
ASA	19365									Def Comp Restricted Stock_ASA		A	Equity	FALSE	FALSE		USD	09/30/2016			0.00
ASA	19400									Retained Earnings-Asa		A	Equity	TRUE	FALSE		USD	09/30/2016			-3124850015.14
ASA	19415									Retained Earnings-MAS		A	Equity	TRUE	FALSE		USD	09/30/2016			822404.10
QXA	01000									Cash - Main Concentration		A	Asset	TRUE	FALSE		USD	09/30/2016			240.11
QXA	01001									Cash - Payroll		A	Asset	TRUE	TRUE		USD	09/30/2016			-11162705.80
QXA	01002									Cash - Accounts Payable		A	Asset	TRUE	FALSE		USD	09/30/2016			0.00
QXA	01003									Cash - Workers Comp		A	Asset	TRUE	FALSE		USD	09/30/2016			-19361.90
QXA	01006									Cash - Citibank Wires		A	Asset	TRUE	FALSE		USD	09/30/2016			0.00
QXA	01030									Petty Cash Funds		A	Asset	TRUE	FALSE		USD	09/30/2016			6275.91
QXA	01040									Change Funds		A	Asset	TRUE	FALSE		USD	09/30/2016			12606.90
QXA	01041									Freight Cash Drawer		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	01210									Bank Of America General Acct		A	Asset	TRUE	FALSE		USD	09/30/2016			-0.00
QXA	01220									Bank Of America A/P Acct		A	Asset	TRUE	TRUE		USD	09/30/2016			-4100922.47
QXA	01230									Bank Of America Payroll Acct		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	01253									Chase Bank ACH/IATA Acct		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	01254									U.S. Bank PDX Acct		A	Asset	TRUE	FALSE		USD	09/30/2016			38990.34
QXA	01260									Bank Of America Insurance Acct		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	01280									Bank Of America Wa L&I		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	01290									Bank Of America Overdraft Recl		A	Asset	TRUE	TRUE		USD	09/30/2016			0.00
QXA	01420									Mexico- Petty Cash Funds		A	Asset	TRUE	FALSE		USD	09/30/2016			0.00
QXA	01660									Royal Bank Of Canada A/P Acct		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	01665									Scotia Bank A/P Acct		A	Asset	TRUE	TRUE		USD	09/30/2016			-601624.11
QXA	01675									Scotia Bank Payroll		A	Asset	TRUE	TRUE		USD	09/30/2016			-128019.03
QXA	02000									Notes Receivable - QX		A	Asset	TRUE	FALSE		USD	09/30/2016			0.00
QXA	02040									Intercompany Clearing AP Syste		A	Asset	TRUE	TRUE		USD	09/30/2016			-377024.14
QXA	02050									Receivable From AAG		A	Asset	TRUE	TRUE		USD	09/30/2016			-7849974.86
QXA	02070									Receivable from AAG - Taxes		A	Asset	TRUE	FALSE		USD	09/30/2016			123402302.56
QXA	02100									Receivable from QX - Intercomp		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	02170									A/R - ASA		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	02173									AS A/R Misc Billing		A	Asset	TRUE	FALSE		USD	09/30/2016			0.00
QXA	02176									AS A/R Qx Gsx & Directional Fr		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	02179									AS A/R Misc Revenue		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	02184									AS A/R Ik Cc Clrg-(Mastercard)		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	02188									AS Cnd Pr Pmts By Qx 4 AS		A	Asset	FALSE	FALSE		USD	09/30/2016			-0.00
QXA	02360									A/R - Interline-Pax ACH		A	Asset	TRUE	FALSE		USD	09/30/2016			0.00
QXA	02501									Canadian Vacation Receivable		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	02570									A/R - Reclaim Commission - T/A		A	Asset	TRUE	FALSE		USD	09/30/2016			5.59
QXA	02700									A/R - Employees		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	02705									A/R Employee Uniforms		A	Asset	TRUE	TRUE		USD	09/30/2016			84274.97
QXA	02715									A/R Miscellaneous		A	Asset	TRUE	FALSE		USD	09/30/2016			0.00
QXA	02750									Fuel Hedge Receivable		A	Asset	TRUE	FALSE		USD	09/30/2016			0.00
QXA	02752									A/R- Fuel Sales Clearing		A	Asset	TRUE	FALSE		USD	09/30/2016			0.00
QXA	02753									Misc Rec - Airport Ops&Other		A	Asset	TRUE	TRUE		USD	09/30/2016			4759.26
QXA	02771									A/R Mtx Warranty		A	Asset	TRUE	TRUE		USD	09/30/2016			0.00
QXA	02774									A/R Insurance Claims		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	02777									A/R Brad Delivery Guarantee &		A	Asset	TRUE	FALSE		USD	09/30/2016			5392.78
QXA	02779									A/R Other		A	Asset	TRUE	TRUE		USD	09/30/2016			-0.37
QXA	02780									A/R - Accrued Interest		A	Asset	TRUE	FALSE		USD	09/30/2016			0.00
QXA	02790									A/R - QX Returned Checks		A	Asset	FALSE	FALSE		USD	09/30/2016			0.00
QXA	02801									A/R Employee Flt Train		A	Asset	TRUE	FALSE		USD	09/30/2016			0.00
QXA	02802									A/R Contra Employee Flt Trng		A	Asset	TRUE	FALSE		USD	09/30/2016			0.00
QXA	02820									A/R - Travel Advances		A	Asset	TRUE	FALSE		USD	09/30/2016			0.00
QXA	02850									A/R - MX IVA - Refundable		A	Asset	TRUE	FALSE		USD	09/30/2016			367.50
QXA	02870									A/R - Cad GST Tax Refundable		A	Asset	TRUE	TRUE		USD	09/30/2016			286252.46
QXA	02875									A/R - BC HST Receivable		A	Asset	TRUE	TRUE		USD	09/30/2016			230851.50
QXA	02880									Due From State		A	Asset	TRUE	FALSE		USD	09/30/2016			353931.30
QXA	02882									A/R Federal Fuel Tax		A	Asset	TRUE	TRUE		USD	09/30/2016			243688.90
QXA	02883									720 Tax Receivable		A	Asset	TRUE	FALSE		USD	09/30/2016			0.00
